City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
476,Hambantota,LK,78.69,overcast clouds,6.1241,81.1185,Bungalow 63
477,Calvinia,ZA,53.78,clear sky,-31.4707,19.776,Die Lemoenhuis
479,Kambove,CD,63.05,clear sky,-10.8764,26.5969,Couvant des soeurs catholiques
480,Korla,CN,72.97,overcast clouds,41.7597,86.1469,Gulisitan Hotel
481,Hun,LY,84.49,clear sky,29.1268,15.9477,Alrwasi Hotel
482,Rovira,CO,81.54,overcast clouds,4.2392,-75.24,ROVIRA RURAL
484,Zaraza,VE,74.95,overcast clouds,9.3503,-65.3245,Hotel Zaraza
486,Gumdag,TM,79.54,clear sky,39.2061,54.5906,
487,Wufeng,CN,59.34,broken clouds,27.45,104.8333,中山宾馆
488,Payyannur,IN,75.76,overcast clouds,12.1,75.2,Kavvayi Beach House
492,Bay-Khaak,RU,57.54,overcast clouds,51.1667,94.5,
493,Boden,SE,59.0,overcast clouds,65.8252,21.6886,Quality Hotel Bodensia
494,Denpasar,ID,78.46,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
495,Malakal,SS,70.57,overcast clouds,9.5334,31.6605,Nile Palace Hotel
497,Deogarh,IN,78.17,overcast clouds,21.5333,84.7333,RM Hostel
499,Byron Bay,AU,56.88,few clouds,-28.65,153.6167,Backpackers Inn on the Beach
500,Douentza,ML,87.44,few clouds,14.9951,-2.9517,Ogomono Doumbo
501,Ulladulla,AU,57.09,clear sky,-35.35,150.4667,Sandpiper Motel
502,Sumenep,ID,78.84,clear sky,-7.0167,113.8667,OYO 3271 Homestay Pandian
503,Watrous,CA,87.58,broken clouds,51.6668,-105.4679,Manitou Hotel
506,Shumyachi,RU,62.37,few clouds,53.8583,32.4242,
507,Moron,AR,61.81,clear sky,-34.6534,-58.6198,Hotel Morón
508,Seoul,KR,74.64,clear sky,37.5683,126.9778,롯데호텔 서울
511,Kudahuvadhoo,MV,82.13,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
512,Mogadishu,SO,76.12,scattered clouds,2.0371,45.3438,Hotel Juba
514,Krasnoselkup,RU,53.91,scattered clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
516,Havre-Saint-Pierre,CA,64.76,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
517,Tanout,NE,84.51,overcast clouds,14.9709,8.8879,
519,Medzev,SK,71.76,scattered clouds,48.7004,20.8937,SoKoL
520,Klyuchi,RU,60.17,scattered clouds,52.2667,79.1667,Vesolaya Mayovka
522,Marawi,PH,65.64,overcast clouds,7.9986,124.2928,Derogongan Residence
523,Assiniboia,CA,85.91,overcast clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
524,Bracebridge,CA,77.32,clear sky,45.0334,-79.3163,BRACEBRIDGE INN
526,Murdochville,CA,58.08,scattered clouds,48.9583,-65.5006,Les Suites économique Murdochville
527,Ullal,IN,76.15,mist,12.8,74.85,AK INTERNATIONAL LODGE
529,Preobrazheniye,RU,60.94,broken clouds,42.9019,133.9064,Campsite Orlan
532,Kilindoni,TZ,76.12,clear sky,-7.9139,39.6668,Bustani B&B
533,Frunze,UA,65.23,overcast clouds,48.6686,38.7544,
534,Arsk,RU,65.98,scattered clouds,56.0915,49.8778,Gostinitsa Zapadnyy
535,Husavik,IS,57.11,scattered clouds,66.0449,-17.3389,Bjarnabúð
537,Port Arthur,CN,73.62,overcast clouds,38.8,121.2667,Friendship Hotel
538,Pelym,RU,58.06,clear sky,61.0108,61.9978,Obshchezhitiye Pelymskogo Lpumg
540,Lodja,CD,78.48,broken clouds,-3.4833,23.4333,
543,Filadelfia,US,88.27,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
547,Comodoro Rivadavia,AR,62.46,clear sky,-45.8667,-67.5,Austral Hotel
549,Amapa,BR,75.81,overcast clouds,1.0,-52.0,
550,Erzin,TR,82.0,clear sky,36.9559,36.2,Artemis Otel
551,Filingue,NE,89.4,overcast clouds,14.3521,3.3168,
552,Lewiston,US,77.94,clear sky,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
554,Paracuru,BR,82.42,scattered clouds,-3.41,-39.0306,Hotel Vento Brasil
556,Mayo,US,85.03,broken clouds,38.8876,-76.5119,Resorts Resource Group International
557,Ponnani,IN,76.32,overcast clouds,10.767,75.9252,Rouba Residency
558,Bac Lieu,VN,77.34,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
559,Inta,RU,56.14,overcast clouds,66.0317,60.1659,Apartments in Inta city
561,Bell Ville,AR,66.79,scattered clouds,-32.6259,-62.6887,Hotel Central
562,Manokwari,ID,78.3,scattered clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
563,Praia,CV,81.14,broken clouds,14.9215,-23.5087,LT Aparthotel
565,Ravar,IR,81.93,few clouds,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
566,Ewa Beach,US,85.01,few clouds,21.3156,-158.0072,Uncle Junior Robert
569,Poykovskiy,RU,59.29,clear sky,61.2333,73.3333,Center hotel
571,Mitsamiouli,KM,77.04,clear sky,-11.3847,43.2844,Foyer ADM
573,Shache,CN,72.23,overcast clouds,38.4167,77.2406,Delong Hotel
574,Bratsk,RU,55.89,overcast clouds,56.1325,101.6142,"Gostinitsa ""Shvedka"""
576,Ucluelet,CA,83.05,scattered clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
577,Maragogi,BR,73.9,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
